timestamp,ip,method,url,status,user_agent,attack_type,prediction,risk_level
04/Jul/2026:18:25:12 +0530,192.168.1.153,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20AND%20SLEEP%285%29--%20&Submit=Submit,200,python-requests/2.31.0,SQL Injection,Malicious,High
04/Jul/2026:18:25:05 +0530,192.168.1.151,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20OR%20%271%27%3D%271%27%20--%20&Submit=Submit,403,python-requests/2.31.0,SQL Injection,Malicious,High
04/Jul/2026:18:25:00 +0530,192.168.1.158,GET,/dvwa/vulnerabilities/sqli/?id=%27%20OR%201%3D1%23&Submit=Submit,500,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,SQL Injection,Malicious,High
04/Jul/2026:18:24:55 +0530,192.168.1.159,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20OR%20%271%27%3D%271&Submit=Submit,200,python-requests/2.31.0,SQL Injection,Malicious,High
04/Jul/2026:18:24:47 +0530,192.168.1.157,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20UNION%20SELECT%20database%28%29%2Cversion%28%29--%20&Submit=Submit,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,SQL Injection,Malicious,High
04/Jul/2026:18:24:44 +0530,192.168.1.152,GET,/dvwa/vulnerabilities/sqli/?id=1%20UNION%20SELECT%20null%2Cnull--%20&Submit=Submit,403,curl/8.1.2,SQL Injection,Malicious,High
04/Jul/2026:18:24:36 +0530,192.168.1.157,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20AND%20SLEEP%285%29--%20&Submit=Submit,200,python-requests/2.31.0,SQL Injection,Malicious,High
04/Jul/2026:18:24:34 +0530,192.168.1.163,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20OR%20%271%27%3D%271&Submit=Submit,403,curl/8.1.2,SQL Injection,Malicious,High
04/Jul/2026:18:24:33 +0530,192.168.1.160,GET,/dvwa/vulnerabilities/sqli/?id=1%27%3B%20DROP%20TABLE%20users--%20&Submit=Submit,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,SQL Injection,Malicious,High
04/Jul/2026:18:24:32 +0530,192.168.1.157,GET,/dvwa/vulnerabilities/sqli/?id=1%27%3B%20DROP%20TABLE%20users--%20&Submit=Submit,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,SQL Injection,Malicious,High
04/Jul/2026:18:24:28 +0530,192.168.1.158,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20OR%20%271%27%3D%271%27%20--%20&Submit=Submit,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,SQL Injection,Malicious,High
04/Jul/2026:18:24:22 +0530,192.168.1.162,GET,/dvwa/vulnerabilities/sqli/?id=%27%20OR%201%3D1%23&Submit=Submit,500,Hydra/9.4,SQL Injection,Malicious,High
04/Jul/2026:18:24:17 +0530,192.168.1.151,GET,/dvwa/vulnerabilities/sqli/?id=1%20UNION%20SELECT%20null%2Cnull--%20&Submit=Submit,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,SQL Injection,Malicious,High
04/Jul/2026:18:24:14 +0530,192.168.1.152,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20AND%20SLEEP%285%29--%20&Submit=Submit,200,python-requests/2.31.0,SQL Injection,Malicious,High
04/Jul/2026:18:24:09 +0530,192.168.1.153,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20AND%20SLEEP%285%29--%20&Submit=Submit,500,python-requests/2.31.0,SQL Injection,Malicious,High
04/Jul/2026:18:24:07 +0530,192.168.1.150,GET,/dvwa/vulnerabilities/sqli/?id=1%27%3B%20DROP%20TABLE%20users--%20&Submit=Submit,403,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,SQL Injection,Malicious,High
04/Jul/2026:18:24:00 +0530,10.0.0.13,GET,/dvwa/vulnerabilities/sqli/?id=%27%20OR%201%3D1%23&Submit=Submit,200,sqlmap/1.7.2#stable (http://sqlmap.org),SQL Injection,Malicious,High
04/Jul/2026:18:23:59 +0530,192.168.1.164,GET,/dvwa/vulnerabilities/sqli/?id=%27%20OR%201%3D1%23&Submit=Submit,200,Hydra/9.4,SQL Injection,Malicious,High
04/Jul/2026:18:23:55 +0530,172.16.5.9,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20OR%20%271%27%3D%271&Submit=Submit,403,python-requests/2.31.0,SQL Injection,Malicious,High
04/Jul/2026:18:23:53 +0530,10.0.0.44,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20UNION%20SELECT%20database%28%29%2Cversion%28%29--%20&Submit=Submit,200,curl/8.1.2,SQL Injection,Malicious,High
04/Jul/2026:18:23:52 +0530,172.16.5.9,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20UNION%20SELECT%20user%2Cpassword%20FROM%20users--%20&Submit=Submit,200,Hydra/9.4,SQL Injection,Malicious,High
04/Jul/2026:18:23:50 +0530,192.168.1.155,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20AND%20SLEEP%285%29--%20&Submit=Submit,200,sqlmap/1.7.2#stable (http://sqlmap.org),SQL Injection,Malicious,High
04/Jul/2026:18:23:48 +0530,172.16.5.9,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20UNION%20SELECT%20database%28%29%2Cversion%28%29--%20&Submit=Submit,403,sqlmap/1.7.2#stable (http://sqlmap.org),SQL Injection,Malicious,High
04/Jul/2026:18:23:42 +0530,192.168.1.152,GET,/dvwa/vulnerabilities/sqli/?id=1%27%3B%20DROP%20TABLE%20users--%20&Submit=Submit,500,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,SQL Injection,Malicious,High
04/Jul/2026:18:23:36 +0530,10.0.0.44,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20UNION%20SELECT%20database%28%29%2Cversion%28%29--%20&Submit=Submit,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,SQL Injection,Malicious,High
04/Jul/2026:18:23:33 +0530,192.168.1.160,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20UNION%20SELECT%20database%28%29%2Cversion%28%29--%20&Submit=Submit,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,SQL Injection,Malicious,High
04/Jul/2026:18:23:25 +0530,192.168.1.151,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20UNION%20SELECT%20database%28%29%2Cversion%28%29--%20&Submit=Submit,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,SQL Injection,Malicious,High
04/Jul/2026:18:23:23 +0530,10.0.0.13,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20OR%20%271%27%3D%271%27%20--%20&Submit=Submit,200,sqlmap/1.7.2#stable (http://sqlmap.org),SQL Injection,Malicious,High
04/Jul/2026:18:23:20 +0530,192.168.1.163,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20AND%20SLEEP%285%29--%20&Submit=Submit,403,sqlmap/1.7.2#stable (http://sqlmap.org),SQL Injection,Malicious,High
04/Jul/2026:18:23:17 +0530,192.168.1.159,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20UNION%20SELECT%20database%28%29%2Cversion%28%29--%20&Submit=Submit,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,SQL Injection,Malicious,High
04/Jul/2026:18:23:11 +0530,192.168.1.151,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20OR%20%271%27%3D%271%27%20--%20&Submit=Submit,403,python-requests/2.31.0,SQL Injection,Malicious,High
04/Jul/2026:18:23:06 +0530,192.168.1.153,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20OR%20%271%27%3D%271%27%20--%20&Submit=Submit,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,SQL Injection,Malicious,High
04/Jul/2026:18:23:00 +0530,192.168.1.156,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20UNION%20SELECT%20database%28%29%2Cversion%28%29--%20&Submit=Submit,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,SQL Injection,Malicious,High
04/Jul/2026:18:22:58 +0530,10.0.0.13,GET,/dvwa/vulnerabilities/sqli/?id=1%20UNION%20SELECT%20null%2Cnull--%20&Submit=Submit,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,SQL Injection,Malicious,High
04/Jul/2026:18:22:55 +0530,192.168.1.164,GET,/dvwa/vulnerabilities/sqli/?id=1%27%3B%20DROP%20TABLE%20users--%20&Submit=Submit,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,SQL Injection,Malicious,High
04/Jul/2026:18:22:48 +0530,172.16.5.9,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20AND%20SLEEP%285%29--%20&Submit=Submit,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,SQL Injection,Malicious,High
04/Jul/2026:18:22:41 +0530,192.168.1.156,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20OR%20%271%27%3D%271%27%20--%20&Submit=Submit,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,SQL Injection,Malicious,High
04/Jul/2026:18:22:33 +0530,192.168.1.152,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20OR%20%271%27%3D%271&Submit=Submit,200,Hydra/9.4,SQL Injection,Malicious,High
04/Jul/2026:18:22:26 +0530,192.168.1.161,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20OR%20%271%27%3D%271%27%20--%20&Submit=Submit,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,SQL Injection,Malicious,High
04/Jul/2026:18:22:22 +0530,192.168.1.162,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20OR%20%271%27%3D%271%27%20--%20&Submit=Submit,403,curl/8.1.2,SQL Injection,Malicious,High
04/Jul/2026:18:22:19 +0530,192.168.1.161,GET,/dvwa/vulnerabilities/sqli/?id=1%27%20AND%20SLEEP%285%29--%20&Submit=Submit,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,SQL Injection,Malicious,High
04/Jul/2026:18:22:15 +0530,192.168.1.150,GET,/dvwa/vulnerabilities/sqli/?id=%27%20OR%201%3D1%23&Submit=Submit,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,SQL Injection,Malicious,High
04/Jul/2026:18:22:10 +0530,192.168.1.107,GET,/dvwa/css/main.css,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,None,Normal,Low
04/Jul/2026:18:21:20 +0530,192.168.1.107,GET,/dvwa/vulnerabilities/sqli/?id=3&Submit=Submit,302,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,None,Normal,Low
04/Jul/2026:18:20:11 +0530,192.168.1.134,GET,/dvwa/vulnerabilities/view_source.php,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,None,Normal,Low
04/Jul/2026:18:20:03 +0530,192.168.1.119,GET,/dvwa/css/main.css,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,None,Normal,Low
04/Jul/2026:18:18:48 +0530,192.168.1.134,GET,/dvwa/vulnerabilities/view_source.php,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,None,Normal,Low
04/Jul/2026:18:17:37 +0530,192.168.1.121,GET,/dvwa/js/dvwaPage.js,302,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:18:16:24 +0530,192.168.1.125,GET,/dvwa/about.php,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,None,Normal,Low
04/Jul/2026:18:15:35 +0530,192.168.1.128,GET,/dvwa/login.php,304,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,None,Normal,Low
04/Jul/2026:18:14:39 +0530,192.168.1.122,GET,/dvwa/about.php,304,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,None,Normal,Low
04/Jul/2026:18:13:54 +0530,192.168.1.103,GET,/dvwa/vulnerabilities/xss_r/?name=Priya,302,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,None,Normal,Low
04/Jul/2026:18:12:36 +0530,192.168.1.125,GET,/dvwa/css/main.css,302,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,None,Normal,Low
04/Jul/2026:18:12:24 +0530,192.168.1.105,GET,/dvwa/vulnerabilities/sqli/?id=5&Submit=Submit,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,None,Normal,Low
04/Jul/2026:18:12:11 +0530,192.168.1.101,GET,/dvwa/instructions.php,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:18:11:20 +0530,192.168.1.108,GET,/dvwa/vulnerabilities/xss_r/?name=Priya,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:18:10:46 +0530,192.168.1.123,GET,/dvwa/instructions.php,304,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,None,Normal,Low
04/Jul/2026:18:09:48 +0530,192.168.1.132,GET,/dvwa/security.php,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,None,Normal,Low
04/Jul/2026:18:09:07 +0530,192.168.1.126,GET,/dvwa/vulnerabilities/view_source.php,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,None,Normal,Low
04/Jul/2026:18:08:06 +0530,192.168.1.123,GET,/dvwa/instructions.php,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,None,Normal,Low
04/Jul/2026:18:06:39 +0530,192.168.1.128,GET,/dvwa/js/dvwaPage.js,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:18:05:57 +0530,192.168.1.110,GET,/dvwa/vulnerabilities/view_source.php,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,None,Normal,Low
04/Jul/2026:18:05:39 +0530,192.168.1.139,GET,/dvwa/login.php,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,None,Normal,Low
04/Jul/2026:18:04:16 +0530,192.168.1.106,GET,/dvwa/vulnerabilities/xss_s/?name=Priya,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,None,Normal,Low
04/Jul/2026:18:02:54 +0530,192.168.1.135,GET,/dvwa/instructions.php,302,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,None,Normal,Low
04/Jul/2026:18:02:44 +0530,192.168.1.135,GET,/dvwa/vulnerabilities/xss_s/?name=Priya,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,None,Normal,Low
04/Jul/2026:18:02:24 +0530,192.168.1.102,GET,/dvwa/vulnerabilities/sqli/?id=5&Submit=Submit,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,None,Normal,Low
04/Jul/2026:18:01:15 +0530,192.168.1.116,GET,/dvwa/css/main.css,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,None,Normal,Low
04/Jul/2026:18:00:25 +0530,192.168.1.115,GET,/dvwa/login.php,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,None,Normal,Low
04/Jul/2026:17:59:42 +0530,192.168.1.138,GET,/dvwa/security.php,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:59:17 +0530,192.168.1.105,GET,/dvwa/instructions.php,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:58:36 +0530,192.168.1.123,GET,/dvwa/instructions.php,304,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:57:38 +0530,192.168.1.121,GET,/dvwa/instructions.php,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:56:18 +0530,192.168.1.122,GET,/dvwa/vulnerabilities/view_source.php,304,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:55:13 +0530,192.168.1.127,GET,/dvwa/instructions.php,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,None,Normal,Low
04/Jul/2026:17:54:11 +0530,192.168.1.126,GET,/dvwa/security.php,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:53:32 +0530,192.168.1.103,GET,/dvwa/vulnerabilities/xss_r/?name=Guest123,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,None,Normal,Low
04/Jul/2026:17:52:58 +0530,192.168.1.131,GET,/dvwa/vulnerabilities/xss_s/?name=Guest123,304,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:52:49 +0530,192.168.1.127,GET,/dvwa/vulnerabilities/xss_s/?name=Guest123,304,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:52:31 +0530,192.168.1.136,GET,/dvwa/index.php,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:51:49 +0530,192.168.1.130,GET,/dvwa/vulnerabilities/xss_s/?name=Guest123,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,None,Normal,Low
04/Jul/2026:17:50:42 +0530,192.168.1.107,GET,/dvwa/instructions.php,302,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,None,Normal,Low
04/Jul/2026:17:50:35 +0530,192.168.1.119,GET,/dvwa/instructions.php,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:50:19 +0530,192.168.1.109,GET,/dvwa/vulnerabilities/xss_r/?name=Guest123,304,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,None,Normal,Low
04/Jul/2026:17:48:51 +0530,192.168.1.101,GET,/dvwa/index.php,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,None,Normal,Low
04/Jul/2026:17:48:32 +0530,192.168.1.105,GET,/dvwa/instructions.php,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,None,Normal,Low
04/Jul/2026:17:47:49 +0530,192.168.1.139,GET,/dvwa/js/dvwaPage.js,302,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,None,Normal,Low
04/Jul/2026:17:47:06 +0530,192.168.1.130,GET,/dvwa/js/dvwaPage.js,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:45:38 +0530,192.168.1.101,GET,/dvwa/vulnerabilities/xss_r/?name=John,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,None,Normal,Low
04/Jul/2026:17:44:25 +0530,192.168.1.138,GET,/dvwa/css/main.css,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,None,Normal,Low
04/Jul/2026:17:44:10 +0530,192.168.1.128,GET,/dvwa/vulnerabilities/sqli/?id=2&Submit=Submit,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,None,Normal,Low
04/Jul/2026:17:42:40 +0530,192.168.1.126,GET,/dvwa/vulnerabilities/sqli/?id=id=7&Submit=Submit,302,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,None,Normal,Low
04/Jul/2026:17:42:25 +0530,192.168.1.129,GET,/dvwa/instructions.php,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,None,Normal,Low
04/Jul/2026:17:40:56 +0530,192.168.1.116,GET,/dvwa/login.php,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,None,Normal,Low
04/Jul/2026:17:40:06 +0530,192.168.1.106,GET,/dvwa/vulnerabilities/xss_r/?name=John,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:38:56 +0530,192.168.1.136,GET,/dvwa/login.php,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,None,Normal,Low
04/Jul/2026:17:38:14 +0530,192.168.1.108,GET,/dvwa/vulnerabilities/view_source.php,304,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,None,Normal,Low
04/Jul/2026:17:37:50 +0530,192.168.1.118,GET,/dvwa/vulnerabilities/xss_r/?name=John,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:37:35 +0530,192.168.1.114,GET,/dvwa/vulnerabilities/xss_s/?name=Guest123,302,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,None,Normal,Low
04/Jul/2026:17:36:31 +0530,192.168.1.127,GET,/dvwa/index.php,304,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,None,Normal,Low
04/Jul/2026:17:35:06 +0530,192.168.1.127,GET,/dvwa/setup.php,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,None,Normal,Low
04/Jul/2026:17:34:50 +0530,192.168.1.124,GET,/dvwa/about.php,304,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:33:48 +0530,192.168.1.106,GET,/dvwa/login.php,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,None,Normal,Low
04/Jul/2026:17:32:58 +0530,192.168.1.119,GET,/dvwa/vulnerabilities/xss_r/?name=Guest123,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:32:38 +0530,192.168.1.124,GET,/dvwa/about.php,302,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:32:13 +0530,192.168.1.115,GET,/dvwa/security.php,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:31:46 +0530,192.168.1.138,GET,/dvwa/security.php,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:30:31 +0530,192.168.1.103,GET,/dvwa/vulnerabilities/sqli/?id=1&Submit=Submit,302,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,None,Normal,Low
04/Jul/2026:17:29:59 +0530,192.168.1.102,GET,/dvwa/vulnerabilities/sqli/?id=id=12&Submit=Submit,302,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:29:12 +0530,192.168.1.130,GET,/dvwa/css/main.css,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,None,Normal,Low
04/Jul/2026:17:28:09 +0530,192.168.1.123,GET,/dvwa/vulnerabilities/sqli/?id=2&Submit=Submit,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,None,Normal,Low
04/Jul/2026:17:27:14 +0530,192.168.1.121,GET,/dvwa/about.php,302,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,None,Normal,Low
04/Jul/2026:17:26:57 +0530,192.168.1.100,GET,/dvwa/vulnerabilities/xss_r/?name=John,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,None,Normal,Low
04/Jul/2026:17:25:38 +0530,192.168.1.132,GET,/dvwa/setup.php,302,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,None,Normal,Low
04/Jul/2026:17:25:12 +0530,192.168.1.122,GET,/dvwa/vulnerabilities/view_source.php,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,None,Normal,Low
